customer_id,first_name,last_name,dob,gender,email,phone,occupation,annual_income,customer_since,risk_rating,customer_status,created_at,updated_at,source_system
CUST00006001,Advay,Som,1990-01-11,Male,advay.som486@yahoo.com,+919166447353,Illustrator,3500000.0,2025-10-27,Low,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006002,Osha,Kashyap,1952-01-08,Male,osha.kashyap346@yahoo.com,+919037812171,Water engineer,300000.0,1995-07-03,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006003,Ekansh,Nazareth,1989-05-11,Male,ekansh.nazareth952@outlook.com,+919314072909,"Teacher, secondary school",500000.0,2016-01-14,High,Blocked,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006004,Sarthak,Bains,1997-03-29,Female,sarthak.bains192@gmail.com,+919036303113,"Engineer, materials",500000.0,2024-12-20,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006005,Chatura,Devan,1971-10-06,Prefer Not to Say,chatura.devan129@gmail.com,+919680510096,"Designer, furniture",500000.0,1991-10-25,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006006,Lekha,Koshy,1958-04-13,Female,lekha.koshy563@hotmail.com,+919410704359,Volunteer coordinator,300000.0,1982-08-31,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006007,Rohan,Kamdar,1975-10-23,Non-Binary,rohan.kamdar1@gmail.com,+919184418010,Musician,300000.0,2000-01-30,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006008,Jeremiah,Bhatnagar,1998-09-02,Non-Binary,jeremiah.bhatnagar488@yahoo.com,+919678948770,"Scientist, water quality",500000.0,2020-04-21,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006009,Pranit,Gupta,1957-07-17,Male,pranit.gupta699@outlook.com,+919756114060,Stage manager,500000.0,1984-09-20,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006010,Watika,Patel,1945-12-11,Male,watika.patel196@yahoo.com,+919788218386,Animal nutritionist,500000.0,2008-09-06,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006011,Jyoti,Acharya,2005-01-05,Female,jyoti.acharya31@yahoo.com,+919131854045,Academic librarian,300000.0,2025-06-01,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006012,Guneet,Tara,1971-10-17,Non-Binary,guneet.tara619@hotmail.com,+919617650155,Publishing copy,300000.0,2014-03-31,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006013,Kamya,Hari,1980-07-18,Non-Binary,kamya.hari626@outlook.com,+919897878520,Statistician,800000.0,2014-05-05,Medium,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006014,Xalak,Basu,1992-01-09,Female,xalak.basu682@outlook.com,+919195834075,"Engineer, mining",500000.0,2025-04-20,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006015,Pratyush,Oza,1999-06-01,Male,pratyush.oza698@hotmail.com,+919524339763,Customer service manager,300000.0,2025-05-10,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006016,Aditya,Halder,1966-03-07,Female,aditya.halder788@gmail.com,+919341193429,Television floor manager,300000.0,1993-10-08,High,Active,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006017,Zayan,Shenoy,1946-04-01,Non-Binary,zayan.shenoy138@outlook.com,+919125011552,"Conservator, furniture",300000.0,2026-04-11,High,Blocked,2026-08-03 12:22:13.087360,2026-08-03 12:22:13.087360,Enterprise System
CUST00006018,Ayushman,Master,2004-04-21,Prefer Not to Say,ayushman.master733@gmail.com,+919641911455,Sales executive,500000.0,2023-09-04,High,Blocked,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006019,Gautam,Bawa,2008-07-26,Male,gautam.bawa962@outlook.com,+919916065556,Homeopath,300000.0,2026-07-29,High,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006020,Mekhala,Kohli,1994-05-08,Non-Binary,mekhala.kohli923@outlook.com,+919094517552,Scientific laboratory technician,500000.0,2013-04-22,High,Blocked,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006021,Vasudha,Yohannan,1966-01-29,Prefer Not to Say,vasudha.yohannan818@outlook.com,+919878676733,"Engineer, water",500000.0,2025-08-11,High,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006022,Dakshesh,Sabharwal,1954-08-18,Male,dakshesh.sabharwal357@hotmail.com,+919051276463,Wellsite geologist,1200000.0,1983-10-23,Medium,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006023,Luke,Virk,1989-02-08,Prefer Not to Say,luke.virk856@yahoo.com,+919251338690,Architectural technologist,500000.0,2007-10-23,High,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006024,Balvan,Sunder,1963-05-17,Male,balvan.sunder731@hotmail.com,+919968380138,Sales executive,800000.0,1988-08-18,Medium,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006025,Krish,Bath,1963-01-13,Female,krish.bath915@gmail.com,+919328207507,Television camera operator,300000.0,1991-03-05,High,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006026,Ishwar,Ravel,1994-09-16,Male,ishwar.ravel803@yahoo.com,+919870466683,"Engineer, maintenance (IT)",2000000.0,2016-08-25,Low,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006027,Imaran,Murthy,1954-09-10,Non-Binary,imaran.murthy8@gmail.com,+919232763597,"Conservator, museum/gallery",1200000.0,2009-04-14,Medium,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006028,Isaac,Kata,1974-03-10,Male,isaac.kata927@outlook.com,+919468609800,Clinical cytogeneticist,300000.0,2019-04-24,High,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006029,Rishi,Khanna,1965-03-04,Female,rishi.khanna575@hotmail.com,+919010903220,Trade mark attorney,500000.0,1990-04-07,High,Dormant,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006030,Faris,Handa,1953-09-10,Female,faris.handa143@hotmail.com,+919225147723,"Pilot, airline",5000000.0,1974-10-03,Low,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006031,Bhavani,Dhar,2003-01-28,Non-Binary,bhavani.dhar27@outlook.com,+919062155938,Special educational needs teacher,2000000.0,2025-11-08,Low,Closed,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006032,Krisha,Rau,1999-11-26,Prefer Not to Say,krisha.rau588@yahoo.com,+919649952033,Biomedical engineer,500000.0,2022-01-12,High,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006033,Yasti,Sengupta,1967-12-22,Male,yasti.sengupta52@gmail.com,+919216286519,Community development worker,800000.0,2011-09-24,Medium,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006034,Ijaya,Radhakrishnan,1984-10-05,Male,ijaya.radhakrishnan995@yahoo.com,+919146464050,Chiropodist,800000.0,2013-03-18,Medium,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006035,Sneha,Date,1974-11-11,Non-Binary,sneha.date214@outlook.com,+919448079938,Waste management officer,800000.0,2026-07-27,Medium,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006036,Jalsa,Sharaf,1966-07-19,Non-Binary,jalsa.sharaf969@outlook.com,+919594109149,Ship broker,500000.0,1997-07-16,High,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006037,Ansh,Sankaran,1951-03-22,Prefer Not to Say,ansh.sankaran789@hotmail.com,+919591937636,Air cabin crew,1200000.0,1998-10-22,Medium,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006038,Bhavna,Lal,1987-08-02,Female,bhavna.lal991@outlook.com,+919458810174,Armed forces logistics/support/administrative officer,1200000.0,2013-07-09,Medium,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006039,Nikita,Deshmukh,1960-01-31,Female,nikita.deshmukh288@hotmail.com,+919614471144,"Investment banker, operational",300000.0,2004-12-07,High,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006040,Imaran,Kumer,1949-02-18,Non-Binary,imaran.kumer23@gmail.com,+919433642229,Technical author,300000.0,1997-10-11,High,Blocked,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006041,Tristan,Parikh,1946-01-30,Female,tristan.parikh554@gmail.com,+919512823555,Agricultural engineer,800000.0,2016-11-03,Medium,Blocked,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006042,Udyati,Gara,1974-07-24,Female,udyati.gara537@yahoo.com,+919933013452,Water engineer,1200000.0,2009-02-11,Medium,Closed,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006043,Girindra,Dugar,1969-08-18,Prefer Not to Say,girindra.dugar882@gmail.com,+919681936546,"Embryologist, clinical",500000.0,2017-05-01,High,Active,2026-08-03 12:22:13.088446,2026-08-03 12:22:13.088446,Enterprise System
CUST00006044,Vansha,Natt,1954-09-04,Male,vansha.natt35@gmail.com,+919849948363,TEFL teacher,300000.0,2010-11-09,High,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006045,Suhani,Ahuja,2007-09-07,Prefer Not to Say,suhani.ahuja229@hotmail.com,+919376147932,Orthoptist,300000.0,2026-07-28,High,Blocked,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006046,Tejas,Dewan,1996-01-18,Male,tejas.dewan258@yahoo.com,+919320328060,Public affairs consultant,800000.0,2026-01-07,Medium,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006047,Watika,Chowdhury,1960-01-17,Female,watika.chowdhury53@yahoo.com,+919912492591,Company secretary,300000.0,2010-02-01,High,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006048,Kavya,Bal,1961-07-31,Male,kavya.bal442@outlook.com,+919193495616,Network engineer,1200000.0,2021-10-29,Medium,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006049,Ekani,Subramanian,1949-12-16,Female,ekani.subramanian890@hotmail.com,+919230326782,"Optician, dispensing",5000000.0,2012-02-04,Low,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006050,Ekantika,Kapur,2001-04-14,Non-Binary,ekantika.kapur280@hotmail.com,+919214524080,Public house manager,2000000.0,2021-10-20,Low,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006051,Gagan,Bedi,1952-08-13,Prefer Not to Say,gagan.bedi47@outlook.com,+919727819426,Armed forces training and education officer,800000.0,2003-11-28,Medium,Closed,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006052,Jalsa,Dar,2006-09-17,Prefer Not to Say,jalsa.dar896@outlook.com,+919990260231,Site engineer,3500000.0,2025-05-16,Low,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006053,Anita,Parmer,1964-03-18,Male,anita.parmer159@yahoo.com,+919954160599,"Embryologist, clinical",300000.0,1996-05-21,High,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006054,Gautami,Mander,1955-11-30,Non-Binary,gautami.mander536@gmail.com,+919491710369,Structural engineer,300000.0,2025-02-06,High,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006055,Wazir,Mannan,1959-10-29,Male,wazir.mannan379@hotmail.com,+919013918602,Industrial buyer,300000.0,2023-02-03,High,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006056,Maya,Sridhar,1971-06-21,Male,maya.sridhar895@outlook.com,+919511529106,"Radiographer, diagnostic",300000.0,2025-09-19,High,Closed,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
CUST00006057,Charvi,Balasubramanian,2003-05-08,Prefer Not to Say,charvi.balasubramanian891@outlook.com,+919281410074,Dance movement psychotherapist,5000000.0,2022-10-07,Low,Active,2026-08-03 12:22:13.089448,2026-08-03 12:22:13.089448,Enterprise System
