customer_id,pan_number,aadhaar_number,pan_verified,aadhaar_verified,address_verified,kyc_status,verification_date
CUST00006001,NWMHU6565E,738186792197,False,False,False,Rejected,2025-11-26
CUST00006002,HLHPS7889U,890284992862,True,True,False,Pending,
CUST00006003,SYNJP4471Z,551869163510,True,False,False,Pending,
CUST00006004,SKEBG9847D,475909731452,True,False,True,Pending,
CUST00006005,GHFMD1760U,167171241900,True,False,False,Pending,
CUST00006006,UYFUA3638E,763238820195,False,True,False,Pending,
CUST00006007,VVMVB3568Z,358169778837,True,True,True,Pending,
CUST00006008,XGFNZ9763C,344632096460,True,True,True,Verified,2025-10-10
CUST00006009,GMKLX4859Q,518467750443,False,True,True,Pending,
CUST00006010,GWFYH5133G,986681411608,False,True,True,Pending,
CUST00006011,KABNP3069W,979317853413,True,False,True,Pending,
CUST00006012,PPTLY7246Y,236420747575,False,True,False,Pending,
CUST00006013,FVECX6112T,572088235641,False,False,True,Pending,
CUST00006014,QMHWK1403F,108105043405,True,True,True,Pending,
CUST00006015,FVCMX8224V,462616194695,True,False,False,Pending,
CUST00006016,PRQGT7353F,945456037268,True,False,False,Pending,
CUST00006017,DYTJP2461A,226881357049,True,False,True,Pending,
CUST00006018,TWYDS5634L,139968448705,False,False,False,Pending,
CUST00006019,HEHSC3078V,068299601500,True,True,True,Pending,
CUST00006020,IXVGK3406P,899993135458,True,False,False,Pending,
CUST00006021,HUZAR7438N,885799677517,True,True,True,Pending,
CUST00006022,SEWYM7676D,175565078213,False,False,True,Pending,
CUST00006023,COHGD9628Q,222748475509,True,False,True,Pending,
CUST00006024,MXCUQ9800S,835837662014,False,True,True,Pending,
CUST00006025,EYDPD6577Z,865369014505,True,True,False,Pending,
CUST00006026,WOGTL4780Y,474655169569,False,True,True,Pending,
CUST00006027,XNRWT9483E,888382992736,False,True,True,Pending,
CUST00006028,LUYIS5185O,117924952888,True,False,True,Pending,
CUST00006029,UCPIM7784L,827347183320,True,False,False,Pending,
CUST00006030,IQKBH7515I,150335237972,True,True,True,Pending,
CUST00006031,HNIIC6315V,120683453275,False,True,True,Pending,
CUST00006032,MUAHV2199X,315409235145,False,True,False,Pending,
CUST00006033,ZEKQB3144W,293587192587,True,True,False,Pending,
CUST00006034,AAKHJ4299R,079728480236,True,True,True,Verified,2020-10-07
CUST00006035,XZSSG4772V,933508402006,False,True,False,Pending,
CUST00006036,BEEQD4580E,411750685969,True,False,True,Pending,
CUST00006037,EALMM3832O,924727900056,False,True,True,Pending,
CUST00006038,RQNPP4366V,127679908057,False,True,True,Pending,
CUST00006039,IGHKX8378F,791958144652,True,True,False,Pending,
CUST00006040,APHNC2925A,071198748964,True,False,False,Pending,
CUST00006041,HTGVM2146V,442662427268,False,True,False,Pending,
CUST00006042,REKHC2104N,240631855388,True,True,True,Verified,2015-12-23
CUST00006043,EECPL6245V,267670440139,False,True,False,Pending,
CUST00006044,UTLDG5804Z,596473147221,True,False,True,Pending,
CUST00006045,CUESH9078J,631841076232,True,True,False,Pending,
CUST00006046,JCJPL4459Y,945869681044,True,True,True,Pending,
CUST00006047,WWUFO1276E,963793725984,True,True,True,Pending,
CUST00006048,KPCCR5496O,187210671048,False,False,True,Pending,
CUST00006049,QTXSV2825W,322432394885,True,True,False,Pending,
CUST00006050,LJXBK5563Q,299160982062,True,True,False,Pending,
CUST00006051,YPFIO8985D,027037135417,False,True,False,Pending,
CUST00006052,JDSDW6889Z,562660441862,False,True,True,Pending,
CUST00006053,ENRGW2290U,518204009990,True,False,True,Pending,
CUST00006054,KPBLL7462N,539996108785,False,True,True,Pending,
CUST00006055,EXSWD3025H,213670751242,True,True,False,Pending,
CUST00006056,SIUFQ5871T,630012266733,False,False,False,Pending,
CUST00006057,BWEDR3017D,957854586011,False,False,False,Rejected,2023-11-24
CUST00006058,XTBPJ8806C,085997387746,False,True,True,Pending,
CUST00006059,CAARI8367C,995122610745,True,False,True,Pending,
