address_id,customer_id,address_type,address_line1,address_line2,city,state,postal_code,country,is_current,effective_date,expiry_date
ADDR00007522,CUST00006001,Mailing,09/25 Nayar Marg,,VIKARABAD,TELANGANA,502345,India,True,2026-05-11,
ADDR00007523,CUST00006002,Office,63/855 Cheema Path,Apartment 94,UDALGURI,ASSAM,784509,India,True,2017-02-20,
ADDR00007524,CUST00006003,Home,73/45 Malhotra Nagar,Flat 106,KUSHI NAGAR,UTTAR PRADESH,274407,India,True,2025-12-30,
ADDR00007525,CUST00006003,Office,H.No. 35 Kapur Zila,Near Metro Station,SALEM,TAMIL NADU,636453,India,False,2025-11-18,2026-05-03
ADDR00007526,CUST00006004,Home,H.No. 137 Krish Chowk,Near Metro Station,TIRUNELVELI,TAMIL NADU,627119,India,True,2025-07-26,
ADDR00007527,CUST00006005,Office,H.No. 604 Bhakta Street,Suite 37,AYODHYA,UTTAR PRADESH,224153,India,True,1993-11-06,
ADDR00007528,CUST00006005,Permanent,H.No. 63 Sood Circle,Opposite City Mall,Biswanath,ASSAM,784166,India,False,2001-06-04,2015-08-10
ADDR00007529,CUST00006006,Permanent,71/198 Grover Chowk,,SINDHUDURG,MAHARASHTRA,416807,India,True,2013-02-01,
ADDR00007530,CUST00006007,Home,720 Bath Circle,Suite 39,Noklak,NAGALAND,798612,India,True,2009-01-07,
ADDR00007531,CUST00006008,Home,11/368 Kala Path,Suite 23,INDORE,MADHYA PRADESH,453552,India,True,2023-05-29,
ADDR00007532,CUST00006009,Home,H.No. 89 Dewan Path,,SPSR NELLORE,ANDHRA PRADESH,524319,India,True,2026-05-15,
ADDR00007533,CUST00006010,Permanent,43 Jayaraman Path,Floor 18,CHITRADURGA,KARNATAKA,577523,India,True,2023-08-28,
ADDR00007534,CUST00006011,Home,H.No. 21 Sanghvi Marg,,DARBHANGA,BIHAR,848213,India,True,2026-02-21,
ADDR00007535,CUST00006011,Office,H.No. 96 Balakrishnan Ganj,,PURBI CHAMPARAN,BIHAR,845431,India,False,2026-02-06,2026-07-07
ADDR00007536,CUST00006012,Permanent,46 Vora Road,,BANKURA,WEST BENGAL,722152,India,True,2019-02-07,
ADDR00007537,CUST00006012,Mailing,55/44 Gaba Street,,JEHANABAD,BIHAR,804421,India,False,2022-12-28,2025-01-09
