customer_id,first_name,last_name,dob,gender,email,phone,occupation,annual_income,customer_since,risk_rating,customer_status,created_at,updated_at,source_system
CUST00000001,Isaac,Bakshi,1996-01-19,Male,isaac.bakshi760@yahoo.com,+919639958838,Financial risk analyst,800000.0,2018-09-18,Medium,Active,2026-08-03 11:18:57.392503,2026-08-03 11:18:57.392503,Enterprise System
CUST00000002,Udant,Dewan,1995-09-15,Male,udant.dewan605@hotmail.com,+919813999315,Sports administrator,300000.0,2015-06-08,High,Active,2026-08-03 11:18:57.392503,2026-08-03 11:18:57.392503,Enterprise System
CUST00000003,Gagan,Sami,1947-10-01,Male,gagan.sami575@outlook.com,+919166306997,Chief Financial Officer,300000.0,1967-10-06,High,Active,2026-08-03 11:18:57.392503,2026-08-03 11:18:57.392503,Enterprise System
CUST00000004,Tejas,Kaul,1979-12-23,Male,tejas.kaul778@outlook.com,+919355667651,Aid worker,500000.0,2018-06-12,High,Active,2026-08-03 11:18:57.392503,2026-08-03 11:18:57.392503,Enterprise System
CUST00000005,Rushil,Saini,1960-08-03,Non-Binary,rushil.saini105@gmail.com,+919322981052,Theme park manager,300000.0,2009-02-22,High,Active,2026-08-03 11:18:57.392503,2026-08-03 11:18:57.392503,Enterprise System
CUST00000006,Arunima,Ahuja,1997-03-23,Non-Binary,arunima.ahuja827@gmail.com,+919281971316,"Pharmacist, hospital",300000.0,2017-12-05,High,Active,2026-08-03 11:18:57.392503,2026-08-03 11:18:57.392503,Enterprise System
CUST00000007,Harini,Mall,1956-03-02,Male,harini.mall566@yahoo.com,+919058537831,Legal secretary,2000000.0,1988-10-21,Low,Active,2026-08-03 11:18:57.392503,2026-08-03 11:18:57.392503,Enterprise System
CUST00000008,Harsh,Chanda,1971-06-11,Male,harsh.chanda678@outlook.com,+919520709497,Mechanical engineer,800000.0,1996-01-04,Medium,Dormant,2026-08-03 11:18:57.392503,2026-08-03 11:18:57.392503,Enterprise System
CUST00000009,Hemangini,Lalla,2000-07-06,Prefer Not to Say,hemangini.lalla285@hotmail.com,+919431831063,Psychiatric nurse,2000000.0,2018-11-13,Low,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000010,Jeet,Radhakrishnan,1950-12-13,Non-Binary,jeet.radhakrishnan719@gmail.com,+919095225343,Hospital doctor,300000.0,2006-07-03,High,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000011,Janaki,Handa,1993-07-14,Female,janaki.handa474@hotmail.com,+919595899313,Armed forces technical officer,800000.0,2012-09-14,Medium,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000012,Vedant,Mann,1951-01-07,Non-Binary,vedant.mann864@gmail.com,+919614308421,Chiropractor,300000.0,1984-11-05,High,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000013,Lajita,Mall,1976-06-10,Male,lajita.mall217@yahoo.com,+919697971488,Medical sales representative,500000.0,2016-01-22,High,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000014,Nicholas,Prabhakar,1969-10-06,Prefer Not to Say,nicholas.prabhakar147@yahoo.com,+919743101783,"Geologist, engineering",2000000.0,2002-01-03,Low,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000015,Ekbal,Garg,1981-12-08,Prefer Not to Say,ekbal.garg920@hotmail.com,+919439436733,Financial risk analyst,500000.0,2024-09-24,High,Closed,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000016,Nihal,Shere,1971-05-30,Prefer Not to Say,nihal.shere94@gmail.com,+919930514014,"Surveyor, hydrographic",300000.0,2007-10-07,High,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000017,Theodore,Nair,2002-12-11,Prefer Not to Say,theodore.nair611@gmail.com,+919361220073,Estate manager/land agent,1200000.0,2021-05-28,Medium,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
