address_id,customer_id,address_type,address_line1,address_line2,city,state,postal_code,country,is_current,effective_date,expiry_date
ADDR00006261,CUST00005001,Home,656 Narayanan Ganj,,HYDERABAD,TELANGANA,500005,India,True,2023-06-05,
ADDR00006262,CUST00005001,Permanent,49/260 Tank Road,Suite 3,PATHANAMTHITTA,KERALA,689515,India,False,2021-05-27,2025-02-10
ADDR00006263,CUST00005002,Mailing,74/641 Loyal Marg,Near Bus Stand,TENKASI,TAMIL NADU,627856,India,True,2020-08-10,
ADDR00006264,CUST00005003,Office,H.No. 73 Agrawal Zila,,CHENGALPATTU,TAMIL NADU,603201,India,True,2026-03-23,
ADDR00006265,CUST00005004,Permanent,90/589 Mohanty Street,,MURSHIDABAD,WEST BENGAL,742174,India,True,2025-03-23,
ADDR00006266,CUST00005004,Permanent,H.No. 525 Toor Ganj,,SRIKAKULAM,ANDHRA PRADESH,532409,India,False,2025-07-08,2025-09-11
ADDR00006267,CUST00005005,Home,486 Chandra Chowk,Opposite City Mall,JAJAPUR,ODISHA,755044,India,True,2004-11-24,
ADDR00006268,CUST00005006,Permanent,936 Babu Circle,Suite 21,SIMDEGA,JHARKHAND,835212,India,True,2025-03-09,
ADDR00006269,CUST00005007,Office,23/801 Yadav Chowk,Floor 6,KODAGU,KARNATAKA,571249,India,True,2015-11-08,
ADDR00006270,CUST00005007,Permanent,96 Viswanathan,,VIZIANAGARAM,ANDHRA PRADESH,535594,India,False,2025-12-01,2026-04-21
ADDR00006271,CUST00005008,Office,H.No. 56 Narula Zila,,HOOGHLY,WEST BENGAL,712233,India,True,2001-06-07,
ADDR00006272,CUST00005009,Permanent,H.No. 234 Narula Ganj,Flat 36,PURBI CHAMPARAN,BIHAR,845430,India,True,2007-08-20,
ADDR00006273,CUST00005009,Home,69/85 Swaminathan,,DHANBAD,JHARKHAND,828108,India,False,2024-07-12,2026-04-04
ADDR00006274,CUST00005010,Office,55/873 Babu Chowk,Flat 220,THIRUVARUR,TAMIL NADU,609504,India,True,2023-07-07,
ADDR00006275,CUST00005011,Home,847 Patel Circle,Near Bus Stand,HOOGHLY,WEST BENGAL,712152,India,True,2014-04-26,
ADDR00006276,CUST00005011,Home,40 Singh Ganj,,Ariyalur,TAMIL NADU,608901,India,False,2016-10-01,2021-04-09
ADDR00006277,CUST00005012,Mailing,H.No. 793 Mand Circle,,JEHANABAD,BIHAR,804406,India,True,2009-09-22,
ADDR00006278,CUST00005013,Office,23 Samra Nagar,,KARIMNAGAR,TELANGANA,505530,India,True,2002-08-18,
ADDR00006279,CUST00005014,Mailing,82/598 Nigam Circle,Flat 262,HAMIRPUR,HIMACHAL PRADESH,177119,India,True,2012-12-02,
ADDR00006280,CUST00005014,Home,33 Pathak Chowk,Near Metro Station,NAGAUR,RAJASTHAN,341533,India,False,2022-05-18,2023-01-26
ADDR00006281,CUST00005015,Mailing,H.No. 56 Nagarajan Ganj,Apartment 116,CHURU,RAJASTHAN,331502,India,True,2017-01-03,
ADDR00006282,CUST00005016,Office,31/72 Kurian Street,Suite 47,SITAMARHI,BIHAR,843333,India,True,2015-02-10,
ADDR00006283,CUST00005016,Mailing,21/52 Bhatt Marg,Floor 6,MANDYA,KARNATAKA,571424,India,False,2003-01-04,2017-12-06
ADDR00006284,CUST00005017,Permanent,H.No. 655 Agate Path,Apartment 244,KODAGU,KARNATAKA,571232,India,True,2010-07-15,
ADDR00006285,CUST00005017,Mailing,30/03 Aurora Circle,Near Metro Station,Y.S.R.,ANDHRA PRADESH,516108,India,False,2019-05-29,2020-07-30
ADDR00006286,CUST00005018,Permanent,066 Batra,Suite 47,SALEM,TAMIL NADU,636105,India,True,2009-08-16,
ADDR00006287,CUST00005019,Mailing,H.No. 086 Deol Path,,SOLAPUR,MAHARASHTRA,413412,India,True,2023-05-21,
ADDR00006288,CUST00005020,Office,86/697 Sidhu Street,Suite 21,KOTA,RAJASTHAN,326529,India,True,2024-09-10,
ADDR00006289,CUST00005021,Office,80 Kohli,,KOLLAM,KERALA,691512,India,True,2026-07-29,
ADDR00006290,CUST00005022,Mailing,018 Sheth,Apartment 297,WANAPARTHY,TELANGANA,509382,India,True,2016-03-05,
ADDR00006291,CUST00005023,Mailing,09/095 Savant Marg,,DURG,CHHATTISGARH,491331,India,True,2026-04-04,
ADDR00006292,CUST00005024,Home,22/654 Choudhury Chowk,Floor 5,PATHANAMTHITTA,KERALA,686511,India,True,2015-10-18,
ADDR00006293,CUST00005024,Mailing,84/61 Oak Ganj,,ANANTAPUR,ANDHRA PRADESH,515661,India,False,2020-01-03,2021-09-12
ADDR00006294,CUST00005025,Mailing,13/96 Kakar,Near Bus Stand,JANJGIR-CHAMPA,CHHATTISGARH,495668,India,True,2024-09-04,
ADDR00006295,CUST00005025,Home,H.No. 82 Raju Marg,Floor 12,24 PARAGANAS SOUTH,WEST BENGAL,743399,India,False,2024-07-08,2024-08-23
ADDR00006296,CUST00005026,Mailing,439 Patil Zila,Flat 125,HOSHANGABAD,MADHYA PRADESH,461116,India,True,1993-12-17,
ADDR00006297,CUST00005026,Home,H.No. 392 Banerjee Chowk,Apartment 160,BOKARO,JHARKHAND,829114,India,False,2026-04-21,2026-06-21
ADDR00006298,CUST00005027,Mailing,69/28 Saha Marg,Flat 293,TIRUNELVELI,TAMIL NADU,627417,India,True,1999-05-31,
ADDR00006299,CUST00005027,Permanent,04 Murty Zila,Opposite City Mall,PASCHIM BARDHAMAN,WEST BENGAL,713361,India,False,2022-01-21,2026-07-22
ADDR00006300,CUST00005028,Permanent,52/582 Gaba Circle,Opposite City Mall,IDUKKI,KERALA,685615,India,True,2009-06-10,
ADDR00006301,CUST00005029,Mailing,493 Balakrishnan Street,Floor 12,MOKOKCHUNG,NAGALAND,798615,India,True,2023-09-16,
ADDR00006302,CUST00005030,Home,43/199 Panchal Chowk,,SAGAR,MADHYA PRADESH,470337,India,True,2023-02-14,
ADDR00006303,CUST00005031,Mailing,83/182 Mital Circle,Apartment 494,MIRZAPUR,UTTAR PRADESH,231304,India,True,2012-04-20,
ADDR00006304,CUST00005032,Permanent,16/028 Wali Circle,,JALGAON,MAHARASHTRA,425109,India,True,2024-04-05,
ADDR00006305,CUST00005033,Office,H.No. 978 Parekh Nagar,,DHAMTARI,CHHATTISGARH,493885,India,True,2024-05-14,
ADDR00006306,CUST00005034,Office,40 Deol Ganj,Near Metro Station,CHHINDWARA,MADHYA PRADESH,480108,India,True,2026-06-19,
ADDR00006307,CUST00005035,Mailing,462 Chana Marg,,KOLAR,KARNATAKA,563134,India,True,2026-08-01,
ADDR00006308,CUST00005036,Office,15 Narayanan Circle,,GUNTUR,ANDHRA PRADESH,522615,India,True,2014-05-27,
ADDR00006309,CUST00005037,Office,30/947 Wason,Apartment 28,PRAKASAM,ANDHRA PRADESH,523225,India,True,2023-10-27,
ADDR00006310,CUST00005037,Mailing,60/70 Nori Chowk,Apartment 101,PRATAPGARH,UTTAR PRADESH,230002,India,False,2024-04-04,2026-02-07
ADDR00006311,CUST00005038,Mailing,439 Gala,Floor 3,YAVATMAL,MAHARASHTRA,445101,India,True,2015-11-12,
ADDR00006312,CUST00005039,Permanent,H.No. 58 Sunder,Suite 3,PAURI GARHWAL,UTTARAKHAND,246148,India,True,2017-08-16,
ADDR00006313,CUST00005040,Office,69/48 Shah Zila,Floor 12,SANGLI,MAHARASHTRA,416309,India,True,2025-09-29,
ADDR00006314,CUST00005041,Mailing,H.No. 893 Handa Path,Apartment 479,SALEM,TAMIL NADU,637303,India,True,2022-10-24,
ADDR00006315,CUST00005042,Office,H.No. 390 Khare Marg,Near Bus Stand,AZAMGARH,UTTAR PRADESH,276406,India,True,2018-04-13,
ADDR00006316,CUST00005042,Home,H.No. 79 Uppal Chowk,Opposite City Mall,Mulugu,TELANGANA,506172,India,False,2022-12-30,2024-06-19
ADDR00006317,CUST00005043,Office,98/48 Halder Road,,S.A.S Nagar,PUNJAB,140601,India,True,2023-08-12,
ADDR00006318,CUST00005044,Home,37/71 Bedi,,NANDED,MAHARASHTRA,431736,India,True,2021-06-20,
ADDR00006319,CUST00005044,Home,H.No. 29 Desai Ganj,Near Bus Stand,DAKSHINA KANNADA,KARNATAKA,574242,India,False,2026-07-09,2026-07-24
ADDR00006320,CUST00005045,Office,H.No. 83 Sarkar Path,Flat 185,JALANDHAR,PUNJAB,144629,India,True,2003-10-14,
